,0
0,0.8177947057552896
1,0.8290959425333674
2,0.8288273578297657
3,0.8294506062344396
4,0.8288273578297657
5,0.8288273578297657
6,0.8288273578297657
7,0.8288273578297657
8,0.8295236421380379
9,0.8295236421380379
10,0.8294506062344396
11,0.8294506062344396
12,0.8295236421380379
13,0.8295236421380379
14,0.8295776686891853
15,0.8295776686891853
16,0.8295236421380379
17,0.8295236421380379
18,0.8295776686891853
19,0.8295236421380379
20,0.8295236421380379
21,0.8295236421380379
22,0.8295236421380379
23,0.8215187110271331
24,0.8091518713553757
25,0.8177602638751391
26,0.7907818276373034
27,0.7904804978271006
28,0.8111569677447916
29,0.8108022246988223
30,0.8204280826967679
31,0.8295236421380379
32,0.8295236421380379
33,0.8295776686891853
34,0.8295236421380379
35,0.8295776686891853
36,0.8294506062344396
37,0.8295236421380379
38,0.8295236421380379
39,0.8295236421380379
40,0.8293646947943162
41,0.8233102570129418
42,0.8294506062344396
43,0.8295236421380379
44,0.8294506062344396
45,0.8295776686891853
46,0.8295236421380379
47,0.8295236421380379
48,0.8295236421380379
49,0.8294506062344396
50,0.8295776686891853
51,0.8295236421380379
52,0.8295236421380379
53,0.8295236421380379
54,0.8295236421380379
55,0.816747828403622
56,0.7995193166773403
57,0.8055781258860764
58,0.7906145513135111
59,0.7721806852621068
60,0.7864381095552768
61,0.7811484894867999
62,0.7793459687364165
63,0.7786997336401178
64,0.7978729475176966
65,0.7825135507551821
66,0.7893925107479417
67,0.793437788351225
68,0.7915147529179148
69,0.7958106190237815
70,0.7987805784781651
71,0.8008750760736412
72,0.823107152273877
73,0.829858606755151
74,0.8292446151008105
75,0.829718137722168
76,0.82811259217637
77,0.7980650042160581
78,0.791950694695691
79,0.8004897029319601
80,0.79979163272778
81,0.7927893204839083
82,0.79216955994005
83,0.7948998171555678
84,0.7874608608992851
85,0.8001606338036114
86,0.814118920676313
87,0.8155651865665402
88,0.8263015425461694
89,0.8295776686891853
90,0.8294506062344396
91,0.8295236421380379
92,0.8295236421380379
93,0.8289776146710426
94,0.8288273578297657
95,0.8252899182099865
96,0.8288273578297657
97,0.8288342249756633
98,0.8280924002912587
99,0.8287975015306134
100,0.8288273578297657
101,0.823407989697261
102,0.8258373683078781
103,0.8292905978065677
104,0.8295236421380379
105,0.8295236421380379
106,0.8295236421380379
107,0.8295236421380379
108,0.8295236421380379
109,0.8294506062344396
110,0.8289776146710426
111,0.8288273578297657
112,0.8295236421380379
113,0.8295776686891853
114,0.8295236421380379
115,0.8295776686891853
116,0.8295236421380379
117,0.8295236421380379
118,0.8294506062344396
119,0.8295776686891853
120,0.8295236421380379
121,0.8295236421380379
122,0.8294506062344396
123,0.8289776146710426
124,0.8295776686891853
125,0.8294506062344396
126,0.8287975015306134
127,0.8289776146710426
128,0.8288273578297657
129,0.8288273578297657
130,0.8287975015306134
131,0.8289776146710426
132,0.8294506062344396
133,0.8294506062344396
134,0.8289776146710426
135,0.8295236421380379
136,0.8295776686891853
137,0.8294506062344396
138,0.8294506062344396
139,0.8295236421380379
140,0.8295236421380379
141,0.8295236421380379
142,0.8295236421380379
143,0.8295236421380379
144,0.8295236421380379
145,0.8295236421380379
146,0.8295236421380379
147,0.8295236421380379
148,0.8289776146710426
149,0.8289776146710426
150,0.8295236421380379
151,0.8295776686891853
152,0.8287975015306134
153,0.8289776146710426
154,0.8288273578297657
155,0.8295776686891853
156,0.8295236421380379
157,0.8295776686891853
158,0.8295776686891853
159,0.8287975015306134
160,0.8294506062344396
161,0.8288273578297657
162,0.8288273578297657
163,0.8288273578297657
164,0.8293803317956804
165,0.8295776686891853
166,0.8294506062344396
167,0.8295776686891853
168,0.8295236421380379
169,0.8295236421380379
170,0.8295236421380379
171,0.8295236421380379
172,0.8295776686891853
173,0.8289776146710426
174,0.8294506062344396
175,0.8294506062344396
176,0.8295776686891853
177,0.8288273578297657
178,0.8295776686891853
179,0.8294506062344396
180,0.8294506062344396
181,0.8294506062344396
182,0.8295236421380379
183,0.8294506062344396
184,0.8288273578297657
185,0.8295236421380379
186,0.8294506062344396
187,0.8295776686891853
188,0.8295776686891853
189,0.8295236421380379
190,0.8294506062344396
191,0.8295236421380379
192,0.8294506062344396
193,0.8295236421380379
194,0.8295776686891853
195,0.8295236421380379
196,0.8294121373316345
197,0.8295236421380379
198,0.8295776686891853
199,0.8295236421380379
200,0.8295236421380379
201,0.8295236421380379
202,0.8294506062344396
203,0.8295236421380379
204,0.8295236421380379
205,0.8183133999836292
206,0.8294121373316345
207,0.8156030455255032
208,0.7958381213674425
209,0.7885980444064259
210,0.8265890978945211
211,0.8291728004781939
212,0.8228692350616312
213,0.8051817897598949
214,0.8127963794906675
215,0.8292446151008105
216,0.8295236421380379
217,0.82590293308083
218,0.8075138362656072
219,0.8041800331009135
220,0.807166730225925
221,0.8154369867740004
222,0.8203699875393012
223,0.7998025665058186
224,0.781856186571266
225,0.8033593327723346
226,0.7946969533677798
227,0.8065744364295907
228,0.809877325570334
229,0.8176536714940045
230,0.8295236421380379
231,0.8295236421380379
232,0.8295236421380379
233,0.8188165696412648
234,0.8122650174207098
235,0.8062911462482625
236,0.8015542154578488
237,0.8136317172731335
238,0.8260247101856342
239,0.8242234552449159
240,0.8097777214423906
241,0.7955214416444244
242,0.7963510399306906
243,0.7964266379558887
244,0.7834501098180212
245,0.7619949753065566
246,0.7550253993382927
247,0.7857155810559604
248,0.7937395159095625
249,0.8060933211640825
250,0.8029376443367633
251,0.8001947554972644
252,0.7978074680568591
253,0.8111038690045276
254,0.8267516272787244
255,0.8288446212004517
256,0.8294506062344396
257,0.8272054840684316
258,0.8196787848791035
259,0.809927451194373
260,0.8222011038202317
261,0.8295776686891853
262,0.8294506062344396
263,0.8295236421380379
264,0.8294241639228459
265,0.8278851134387603
266,0.8290607274050408
267,0.8289776146710426
268,0.8292808535804883
269,0.8241415647546162
270,0.8292506680729271
271,0.8295236421380379
272,0.8295236421380379
273,0.8295236421380379
274,0.8295236421380379
275,0.8295236421380379
276,0.8295236421380379
277,0.8289776146710426
278,0.8289776146710426
279,0.8295236421380379
280,0.8288273578297657
281,0.8288273578297657
282,0.8295236421380379
283,0.8288273578297657
284,0.8289776146710426
285,0.8295776686891853
286,0.8288273578297657
287,0.8295776686891853
288,0.8295236421380379
289,0.8288273578297657
290,0.8295236421380379
291,0.8295236421380379
292,0.8295776686891853
293,0.8295776686891853
294,0.8289776146710426
295,0.8293803317956804
296,0.8294506062344396
297,0.8295236421380379
298,0.8295236421380379
299,0.8295776686891853
300,0.8294506062344396
301,0.8295236421380379
302,0.8294506062344396
303,0.8295236421380379
304,0.8295236421380379
305,0.8294506062344396
306,0.8295236421380379
307,0.8295236421380379
308,0.8295236421380379
309,0.8295776686891853
310,0.8288273578297657
311,0.8294506062344396
312,0.8294506062344396
313,0.8287975015306134
314,0.8288273578297657
315,0.8288273578297657
316,0.8288273578297657
317,0.8287975015306134
318,0.8287975015306134
319,0.8287975015306134
320,0.8287975015306134
321,0.8288273578297657
322,0.8294506062344396
323,0.8287975015306134
324,0.8294506062344396
325,0.8295776686891853
326,0.8287975015306134
327,0.8295776686891853
328,0.8288273578297657
329,0.8289776146710426
330,0.8294506062344396
331,0.8295236421380379
332,0.8295236421380379
333,0.8295236421380379
334,0.8295236421380379
335,0.8295236421380379
336,0.8295236421380379
337,0.8295236421380379
338,0.8295776686891853
339,0.8294506062344396
340,0.8295776686891853
341,0.8295236421380379
342,0.8295236421380379
343,0.8295236421380379
344,0.8295236421380379
345,0.8294506062344396
346,0.8295776686891853
347,0.8293803317956804
348,0.8288273578297657
349,0.8294506062344396
350,0.8289776146710426
351,0.8295776686891853
352,0.8295236421380379
353,0.8288273578297657
354,0.8295236421380379
355,0.805865967364322
356,0.8091556093071794
357,0.8065117985015431
358,0.8074300346856382
359,0.8212215269989889
360,0.8294121373316345
361,0.8295776686891853
362,0.8289776146710426
363,0.8289776146710426
364,0.8289776146710426
365,0.8288273578297657
366,0.8295776686891853
367,0.8295776686891853
368,0.8294506062344396
369,0.8295236421380379
370,0.8295776686891853
371,0.8295236421380379
372,0.8295236421380379
373,0.8288273578297657
374,0.8295236421380379
375,0.8295776686891853
376,0.8288273578297657
377,0.8287975015306134
378,0.8294506062344396
379,0.8294506062344396
380,0.8295776686891853
381,0.8294506062344396
382,0.8294506062344396
383,0.8287975015306134
384,0.8288273578297657
385,0.8294506062344396
386,0.8294506062344396
387,0.8294506062344396
388,0.8295236421380379
389,0.8294506062344396
390,0.8289776146710426
391,0.8295236421380379
392,0.8295236421380379
393,0.8295236421380379
394,0.8295236421380379
395,0.8295236421380379
396,0.8295236421380379
397,0.8295236421380379
398,0.8295236421380379
399,0.8295236421380379
400,0.8295236421380379
401,0.8295776686891853
402,0.8295236421380379
403,0.8289776146710426
404,0.8288273578297657
405,0.8294506062344396
406,0.8295236421380379
407,0.8294506062344396
